PMX Bone Weight
0.4860083,18.66063,-0.619086,0.3776504,0.7979676,-0.4697104,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.4911855,18.53465,-0.8224418,0.326049,0.6859756,-0.650484,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,18.11783,-1.116931,-2.816104E-09,0.2568637,-0.9664476,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2333077,18.11783,-1.095198,0.1401257,0.2406216,-0.960451,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.5065905,18.10997,-1.036678,0.3686278,0.2226206,-0.9025262,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,17.65563,-1.139317,-2.515267E-09,-0.1936822,-0.9810644,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.234273,17.75544,-1.126252,0.2109448,-0.1796471,-0.9608483,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.5067856,17.82334,-1.054931,0.3499487,-0.1579953,-0.9233489,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,17.2406,-1.100483,0,0.4252927,-0.905056,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2297978,17.26313,-0.9523508,0.553331,0.08013878,-0.8290974,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,16.88569,-1.18872,5.314602E-09,-0.5649253,-0.8251421,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.227019,16.86221,-1.065275,0.3573424,-0.2555067,-0.8983444,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.4317105,16.94796,-1.011904,0.3652137,-0.07725682,-0.9277124,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0,16.4283,-0.9222522,8.315623E-09,-0.933697,-0.3580639,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2169154,16.50586,-0.8289967,0.5848074,-0.766083,-0.2666779,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.4145065,16.62189,-0.7925971,0.5742661,-0.7812798,-0.2445818,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.811941,18.45426,-0.4692675,0.8638777,0.4335934,-0.2563442,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.8999836,18.05231,-0.5047283,0.9913858,0.06556124,-0.1133845,ì™,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
